Root Name	Associated Name	Association Weight
Azariah	Pekah	1
Azariah	Pekahiah	1
Azariah	Pelaiah	1
Azariah	Raamiah	1
Azariah	Remaliah	1
Azariah	Samaria	3
Azariah	Shallum	1
Azariah	Zachariah	1
Azariah	Zadok	1
Azariah	Zichri	1
Azariah	Zimmah	1
Azaz	Aroer	1
Azaz	Joel	1
Azaz	Nebo	1
Azaz	Shema	1
Azaziah	Asahel	1
Azaziah	Benaiah	1
Azaziah	Eliel	1
Azaziah	Jerimoth	1
Azaziah	Joel	1
Azaziah	Jozabad	1
Azaziah	Mahath	1
Azaziah	Manasseh	1
Azaziah	Nahath	1
Azaziah	Pedaiah	1
Azaziah	Sheminith	1
Azaziah	Shimei	1
Azekah	Beersheba	1
Azekah	Hinnom	1
Azgad	Bebai	1
Azgad	Hakkatan	1
Azgad	Johanan	1
Azmaveth	Adiel	1
Azmaveth	Berachah	1
Azmaveth	Eliahba	1
Azmaveth	Jehu	1
Azor	Achim	1
Azor	Sadoc	1
Azriel	Abdeel	1
Azriel	Hodaviah	1
Azriel	Jahdiel	1
Azriel	Shelemiah	1
Azrikam	Bocheru	2
Azrikam	Bunni	1
Azrikam	Elkanah	1
Azrikam	Hanan	2
Azrikam	Hashabiah	2
Azrikam	Ishmael	2
Azrikam	Merari	1
Azrikam	Obadiah	2
Azrikam	Sheariah	2
Azubah	Caleb	1
Azubah	Jerioth	1
Azubah	Jesher	1
Azubah	Shilhi	1
Azubah	Shobab	1
Azur	Benaiah	1
Azur	Pelatiah	1
Baal	Ahab	1
Baal	Ashtaroth	1
Baal	Chemarims	1
Baal	Israel	3
Baal	Nadab	1
Baal	Ner	1
Baanah	Asher	1
Baanah	Benjamin	2
Baanah	Gibeah	1
Baanah	Hushai	1
Baanah	Rechab	1
Baanah	Ribai	1
Baanah	Rimmon	1
Baaseiah	Malchiah	1
Baasha	Ahijah	3
Baasha	Benjamin	1
Baasha	Geba	2
Baasha	Gibbethon	1
Baasha	Israel	9
Baasha	Issachar	1
Baasha	Jeroboam	1
Baasha	Judah	2
Baasha	Mizpah	2
Baasha	Nadab	1
Baasha	Nebat	1
Baasha	Philistines	1
Baasha	Ramah	2
Baasha	Tirzah	4
Babylon	Abednego	1
Babylon	Ahab	1
Babylon	Ahikam	3
Babylon	Amoz	1
Babylon	Ashima	1
Babylon	Ava	1
Babylon	Chaldea	2
Babylon	Cuth	1
Babylon	Cyrus	1
Babylon	Daniel	1
Babylon	Gedaliah	4
Babylon	Hamath	6
Babylon	Hezekiah	2
Babylon	Isaiah	1
Babylon	Ishmael	1
Babylon	Israel	2
Babylon	Jeconiah	2
Babylon	Jehoiakim	3
Babylon	Jerusalem	5
Babylon	Johanan	1
Babylon	Josiah	1
Babylon	Judah	11
Babylon	Mattaniah	1
Babylon	Meshach	1
Babylon	Mizpah	1
Babylon	Moses	1
Babylon	Nergal	1
Babylon	Nethaniah	1
Babylon	Riblah	9
Babylon	Salathiel	1
Babylon	Shadrach	1
Babylon	Zedekiah	4
Babylon	Zion	3
Babylon	Zorobabel	1
Bahurim	Abner	1
Bahurim	David	1
Bahurim	Judah	1
Bahurim	Saul	1
Bahurim	Shimei	1
Bajith	Dibon	1
Bajith	Medeba	1
Bajith	Moab	1
Bajith	Nebo	1
Balaam	Arnon	1
Balaam	Balak	11
Balaam	Beor	8
Balaam	Israel	2
Balaam	Mesopotamia	1
Balaam	Moab	1
Balaam	Peor	1
Balaam	Shittim	1
Balaam	Zippor	1
Baladan	Babylon	2
Baladan	Hezekiah	2
Balak	Aram	1
Balak	Arnon	1
Balak	Balaam	12
Balak	Beor	2
Balak	Israel	4
Balak	Jacob	1
Balak	Moab	4
Balak	Peor	1
Balak	Shittim	1
Balak	Zippor	5
Barabbas	Jesus	3
Barachel	Job	1
Barachel	Ram	1
Barak	Abinoam	4
Barak	David	1
Barak	Harosheth	1
Barak	Israel	1
Barak	Jael	1
Barak	Naphtali	1
Barak	Samson	1
Barak	Samuel	1
Barak	Sisera	2
Barak	Tabor	1
Barak	Zebulun	1
Barnabas	Antioch	1
Barnabas	Barsabas	1
Barnabas	Cyprus	1
Barnabas	Cyrene	1
Barnabas	Damascus	1
Barnabas	Derbe	1
Barnabas	Herod	1
Barnabas	Jerusalem	1
Barnabas	Jesus	1
Barnabas	John	1
Barnabas	Judas	1
Barnabas	Jupiter	1
Barnabas	Manaen	1
Barnabas	Mark	1
Barnabas	Mercurius	1
Barnabas	Niger	1
Barnabas	Paul	4
Barnabas	Saul	6
Barnabas	Silas	1
Barnabas	Simeon	1
Barnabas	Tarsus	1
Barnabas	Titus	1
Barsabas	Justus	1
Barsabas	Matthias	1
Barsabas	Silas	1
Bartholomew	James	1
Bartholomew	Judas	1
Bartholomew	Matthew	3
Bartholomew	Simon	1
Bartholomew	Thomas	2
Bartholomew	Zelotes	1
Baruch	Adaiah	1
Baruch	Colhozeh	1
Baruch	Hanameel	1
Baruch	Hazaiah	1
Baruch	Jehoiakim	1
Baruch	Joiarib	1
Baruch	Josiah	1
Baruch	Judah	1
Baruch	Maaseiah	1
Baruch	Neriah	7
Baruch	Zabbai	1
Barzillai	Rogelim	1
Bashan	Ashtaroth	3
Bashan	Edrei	2
Bashan	Ephraim	1
Bashan	Gilead	3
Bashan	Heshbon	1
Bashan	Jair	1
Bashan	Machir	1
Bashan	Manasseh	3
Bashan	Og	5
Bashan	Salcah	2
Bashan	Sihon	1
Bashemath	Reuel	1
Bathsheba	Adonijah	1
Bathsheba	Eliam	1
Bathsheba	Haggith	1
Bathsheba	Solomon	2
Bathsheba	Uriah	1
Bealiah	Haruphite	1
Bealiah	Shemariah	1
Bealiah	Shephatiah	1
Bebai	Hananiah	1
Bebai	Jehohanan	1
Bebai	Zabbai	1
Bebai	Zechariah	1
Becher	Abiah	1
Becher	Anathoth	1
Becher	Ard	1
Becher	Eliezer	1
Becher	Elioenai	1
Becher	Gera	1
Becher	Huppim	1
Becher	Jediael	1
Becher	Jerimoth	1
Becher	Joash	1
Becher	Muppim	1
Becher	Omri	1
Becher	Rosh	1
Becher	Zemira	1
Bedad	Midian	2
Bedad	Moab	1
Beeliada	Eliphalet	1
Beeri	Ahaz	1
Beeri	Bashemath	1
Beeri	Hezekiah	1
Beeri	Hittite	1
Beeri	Jeroboam	1
Beeri	Joash	1
Beeri	Jotham	1
Beeri	Judah	1
Beeri	Uzziah	1
Beeroth	Aaron	1
Beeroth	Jaakan	1
Beersheba	Abimelech	1
Beersheba	Bizjothjah	1
Beersheba	Dan	2
Beersheba	Ephraim	1
Beersheba	Haran	1
Beersheba	Hinnom	1
Beersheba	Israel	1
Beersheba	Judah	1
Beersheba	Moladah	1
Beersheba	Samuel	1
Beersheba	Sheba	1
Belah	Ard	1
Belah	Becher	1
Belah	Gera	1
Belah	Huppim	1
Belah	Muppim	1
Belah	Rosh	1
Belial	Benjamin	1
Belial	Bichri	1
Belial	Gibeah	1
Belial	Israel	1
Belial	Rehoboam	1
Belial	Sheba	1
Belshazzar	Babylon	1
Belshazzar	Daniel	2
Belteshazzar	Azariah	1
Belteshazzar	Hananiah	1
Belteshazzar	Meshach	1
Belteshazzar	Mishael	1
Belteshazzar	Shadrach	1
Ben	Benaiah	1
Ben	Eliab	1
Ben	Maaseiah	1
Ben	Shemiramoth	1
Ben	Unni	1
Benaiah	Abiathar	1
Benaiah	Bezaleel	1
Benaiah	Binnui	1
Benaiah	David	1
Benaiah	Eliezer	1
Benaiah	Gaash	1
Benaiah	Hiddai	1
Benaiah	Jahaziel	1
Benaiah	Jehoiada	18
Benaiah	Joab	1
Benaiah	Maaseiah	2
Benaiah	Manasseh	1
Benaiah	Mattaniah	1
Benaiah	Nathan	1
Benaiah	Pelethites	3
Benaiah	Rei	1
Benaiah	Shimei	2
Benaiah	Solomon	1
Benaiah	Zadok	1
Benhadad	Asa	2
Benhadad	Damascus	1
Benhadad	Dan	2
Benhadad	Hazael	1
Benhadad	Ijon	2
Benhadad	Israel	3
Benhadad	Joash	1
Benhadad	Naphtali	1
Benhail	Judah	1
Benhail	Michaiah	1
Benhail	Nethaneel	1
Benhail	Obadiah	1
Benhail	Zechariah	1
Benhanan	Benzoheth	1
Benhanan	Ishi	1
Benhanan	Tilon	1
Benhanan	Zoheth	1
Benjamin	Abidan	3
Benjamin	Abiel	1
Benjamin	Abner	1
Benjamin	Alemeth	1
Benjamin	Amariah	1
Benjamin	Anathoth	1
Benjamin	Ard	1
Benjamin	Ashbel	1
Benjamin	Asher	1
Benjamin	Athaiah	1
Benjamin	Azariah	1
Benjamin	Becher	2
Benjamin	Bechorath	1
Benjamin	Belah	1
Benjamin	Benaiah	1
Benjamin	Chenaanah	1
Benjamin	Chislon	1
Benjamin	Ehud	1
Benjamin	Eliada	1
Benjamin	Elidad	1
Benjamin	Ephraim	4
Benjamin	Gad	1
Benjamin	Geba	2
Benjamin	Gera	1
Benjamin	Gibeah	2
Benjamin	Gibeon	1
Benjamin	Gideoni	3
Benjamin	Hashub	1
Benjamin	Hebrews	1
Benjamin	Huppim	1
Benjamin	Irijah	1
Benjamin	Ishbosheth	1
Benjamin	Israel	2
Benjamin	Ithiel	1
Benjamin	Jaasiel	1
Benjamin	Jacob	1
Benjamin	Jediael	1
Benjamin	Jerusalem	4
Benjamin	Joed	1
Benjamin	Judah	4
Benjamin	Kish	2
Benjamin	Maaseiah	2
Benjamin	Machir	1
Benjamin	Malluch	1
Benjamin	Manasseh	3
Benjamin	Matri	1
Benjamin	Meshullam	2
Benjamin	Mizpah	1
Benjamin	Muppim	1
Benjamin	Palti	1
Benjamin	Pedaiah	1
Benjamin	Rimmon	1
Benjamin	Rosh	1
Benjamin	Saul	4
Benjamin	Shelemiah	1
Benjamin	Shemaiah	1
Benjamin	Shemariah	1
Benjamin	Simeon	1
Benjamin	Tekoa	1
Benjamin	Uzziah	1
Benjamin	Zebulun	1
Benjamin	Zechariah	1
Benjamin	Zelah	1
Benjamin	Zeror	1
Benjamin	Ziba	1
Beno	Shoham	1
Beno	Zaccur	1
Beor	Dinhabah	1
Beor	Edom	1
Beor	Mesopotamia	1
Beor	Shittim	1
Bera	Birsha	1
Bera	Shemeber	1
Bera	Shinab	1
Bera	Zeboiim	1
Bera	Zoar	1
Berachah	Jehu	1
Beraiah	Shimrath	1
Berea	Aristarchus	1
Berea	Derbe	1
Berea	Gaius	1
Berea	Secundus	1
Berea	Timotheus	1
Berea	Trophimus	1
Berea	Tychicus	1
Beriah	Heber	3
Beriah	Malchiel	1
Berothai	Hadadezer	1
Besai	Meunim	1
Betah	Berothai	1
Betah	Hadadezer	1
Betonim	Debir	1
Betonim	Mahanaim	1
Bezaleel	Aholiab	2
Bezaleel	Binnui	1
Bezaleel	Hur	3
Bezaleel	Judah	2
Bezaleel	Manasseh	1
Bezaleel	Moses	1
Bezaleel	Uri	4
Bezek	Israel	1
Bezer	Bashan	1
Bezer	Gad	1
Bezer	Gilead	2
Bezer	Golan	2
Bezer	Hod	1
Bezer	Ithran	1
Bezer	Manasseh	1
Bezer	Ramoth	2
Bezer	Reuben	1
Bezer	Shilshah	1
Bichri	Judah	1
Bigvai	Adin	1
Bigvai	Baanah	2
Bigvai	Nehum	1
Bigvai	Rehum	1
Bigvai	Uthai	1
Bildad	Zophar	2
Bilgah	Immer	1
Bilgah	Jehonathan	1
Bilgah	Shemaiah	1
Bilhah	Dan	1
Bilhah	Ezem	1
Bilhah	Jacob	3
Bilhah	Laban	1
Bilhah	Naphtali	1
Bilhah	Rachel	1
Bilhah	Tolad	1
Bilhah	Zilpah	1
Bilshan	Baanah	2
Bilshan	Bigvai	2
Bilshan	Nehum	1
Bilshan	Rehum	1
Binea	Rephaiah	1
Binnui	Henadad	2
Binnui	Judah	1
Binnui	Kadmiel	2
Binnui	Manasseh	1
Binnui	Mattaniah	1
Binnui	Sherebiah	1
Binnui	Shimei	1
Birsha	Shemeber	1
Birsha	Shinab	1
Birsha	Zeboiim	1
Birsha	Zoar	1
Bishlam	Mithredath	1
Bithiah	Pharaoh	1
Boaz	Elimelech	1
Boaz	Jesse	1
Boaz	Naomi	1
Boaz	Obed	2
Boaz	Ruth	3
Bocheru	Hanan	2
Bocheru	Ishmael	2
Bocheru	Obadiah	2
Bocheru	Sheariah	2
Bohan	Reuben	1
Bozrah	Idumea	1
Bukki	Uzzi	2
Bukki	Zerahiah	1
Bukkiah	Eliathah	1
Bukkiah	Hanani	1
Bukkiah	Hananiah	1
Bukkiah	Hothir	1
Bukkiah	Jerimoth	1
Bukkiah	Mallothi	1
Bukkiah	Mattaniah	1
Bukkiah	Shebuel	1
Bunah	Ahijah	1
Bunah	Ozem	1
Bunni	Azgad	1
Bunni	Bebai	1
Bunni	Chenani	1
Bunni	Sherebiah	1
Buz	Kemuel	1
Cabbon	Kithlish	1
Cabbon	Lahmam	1
Cain	Abel	2
Cain	Enoch	1
Cain	Gibeah	1
Cain	Lamech	1
Cain	Timnah	1
Cainan	Arphaxad	1
Cainan	Noe	1
Cainan	Sem	1
Caleb	Ahiman	1
Caleb	Anak	2
Caleb	Arba	1
Caleb	Azubah	1
Caleb	Ephratah	1
Caleb	Hezron	1
Caleb	Hur	1
Caleb	Jephunneh	13
Caleb	Jerahmeel	1
Caleb	Jerioth	1
Caleb	Jesher	1
Caleb	Joshua	4
Caleb	Judah	1
Caleb	Kenaz	1
Caleb	Mesha	1
Caleb	Moses	2
Caleb	Naam	1
Caleb	Nun	2
Caleb	Sheshai	1
Caleb	Shobab	1
Caleb	Shobal	1
Caleb	Talmai	1
Caleb	Ziklag	1
Calno	Hamath	1
Cana	Galilee	4
Cana	Zebedee	1
Canaan	Adah	1
Canaan	Aholibamah	1
Canaan	Amorite	1
Canaan	Anah	1
Canaan	Chaldea	1
Canaan	Eleazar	1
Canaan	Elon	1
Canaan	Ephron	2
Canaan	Gad	1
Canaan	Gilead	1
Canaan	Hamul	1
Canaan	Hazor	1
Canaan	Heth	2
Canaan	Hezron	1
Canaan	Hittite	4
Canaan	Isaac	1
Canaan	Israel	1
Canaan	Jacob	2
Canaan	Joseph	1
Canaan	Joshua	1
Canaan	Lot	1
Canaan	Machpelah	1
Canaan	Megiddo	1
Canaan	Nun	1
Canaan	Reuben	1
Canaan	Sisera	1
Canaan	Taanach	1
Canaan	Zibeon	1
Canaan	Zidon	1
Capernaum	Galilee	1
Capernaum	Jesus	1
Cappadocia	Asia	1
Cappadocia	Bithynia	1
Cappadocia	Pontus	1
Cephas	Christ	1
Cephas	John	1
Chalcol	Darda	1
Chaldea	Jerusalem	1
Chaldea	Zion	1
Chedorlaomer	Amraphel	1
Chedorlaomer	Arioch	1
Chedorlaomer	Ham	1
Chedorlaomer	Karnaim	1
Chedorlaomer	Shaveh	1
Chedorlaomer	Tidal	2
Chedorlaomer	Zuzims	1
Chelal	Benaiah	1
Chelal	Bezaleel	1
Chelal	Binnui	1
Chelal	Maaseiah	1
Chelal	Manasseh	1
Chelal	Mattaniah	1
Chelub	Mehir	1
Chelub	Shuah	1
Chemosh	Ammon	2
Chemosh	Israel	1
Chemosh	Jerusalem	1
Chemosh	Milcom	1
Chemosh	Moab	1
Chemosh	Molech	1
Chenaanah	Micaiah	1
Chephirah	Beeroth	3
Chephirah	Mozah	1
Chesed	Hazo	1
Chesed	Jidlaph	1
Chesil	Hormah	1
Chios	Samos	1
Chozeba	Joash	1
Christ	Elias	1
Christ	Israel	1
Christ	Paul	1
Christ	Pilate	1
Christ	Pontius	1
Christ	Stachys	1
Chun	David	1
Chun	Hadarezer	1
Chun	Solomon	1
Chuza	Susanna	1
Cilicia	Asia	1
Cilicia	Pamphylia	1
Cilicia	Stephen	1
Cis	Benjamin	1
Colhozeh	Adaiah	1
Colhozeh	Hazaiah	1
Colhozeh	Joiarib	1
Colhozeh	Mizpah	1
Coniah	Babylon	1
Coniah	Jehoiakim	2
Coos	Patara	1
Coos	Rhodes	1
Corinth	Achaia	1
Corinth	Miletum	1
Corinth	Paul	1
Corinth	Trophimus	1
Cosam	Elmodam	1
Coz	Aharhel	1
Coz	Anub	1
Cozbi	Midian	1
Cozbi	Zur	1
Crescens	Galatia	1
Crescens	Titus	1
Cush	Canaan	2
Cush	Mizraim	2
Cush	Nimrod	2
Cush	Raamah	2
Cush	Sabtah	1
Cush	Sabtechah	1
Cush	Seba	2
Cush	Sheba	2
Cuth	Ashima	1
Cuth	Hamath	1
Cuth	Nergal	1
Cyprus	Cyrene	1
Cyrene	Herod	1
Cyrene	Manaen	1
Cyrene	Rome	1
Cyrene	Saul	1
Cyrene	Simon	1
Cyrus	Artaxerxes	1
Cyrus	Babylon	1
Cyrus	Belteshazzar	1
Cyrus	Daniel	1
Cyrus	Darius	1
Cyrus	Jerusalem	2
Cyrus	Judah	2
Cyrus	Mithredath	1
Cyrus	Persia	7
Cyrus	Sheshbazzar	1
Dalaiah	Anani	1
Damascus	Ananias	1
Damascus	Aretas	1
Damascus	Arpad	1
Damascus	Benhadad	1
Damascus	David	2
Damascus	Ephraim	1
Damascus	Gilead	1
Damascus	Hadadezer	1
Damascus	Hadarezer	1
Damascus	Hamath	2
Damascus	Hazael	1
Damascus	Israel	2
Damascus	Jerusalem	1
Damascus	Jesus	1
Damascus	Judah	1
Damascus	Kir	1
Damascus	Rezin	2
Damascus	Samaria	2
Damascus	Zobah	2
Dan	Ahiezer	2
Dan	Ammiel	1
Dan	Ammishaddai	2
Dan	Asher	2
Dan	Azareel	1
Dan	Beersheba	6
Dan	Benjamin	1
Dan	Bukki	1
Dan	Eltekeh	1
Dan	Eshtaol	2
Dan	Gad	2
Dan	Gemalli	1
Dan	Gershom	1
Dan	Israel	1
Dan	Javan	1
Dan	Jeroham	1
Dan	Jonathan	1
Dan	Joseph	1
Dan	Manasseh	1
Dan	Micah	1
Dan	Naphtali	4
Dan	Samuel	1
Dan	Shuham	1
Dan	Zorah	2
Daniel	Abednego	1
Daniel	Abigail	1
Daniel	Arioch	1
Daniel	Azariah	5
Daniel	Baruch	1
Daniel	Belteshazzar	4
Daniel	Cyrus	1
Daniel	Darius	1
Daniel	David	1
Daniel	Hananiah	5
Daniel	Hattush	1
Daniel	Job	2
Daniel	Melzar	1
Daniel	Meshach	2
Daniel	Mishael	5
Daniel	Shadrach	2
Dannah	Debir	1
Darius	Ahasuerus	1
Darius	Artaxerxes	1
Darius	Haggai	2
Darius	Joshua	1
Darius	Judah	1
Darius	Persia	1
Darius	Shealtiel	1
Darius	Zerubbabel	1
Dathan	Aaron	1
Dathan	Abiram	6
Dathan	Eliab	3
Dathan	Moses	1
Dathan	On	1
David	Aaron	1
David	Abiathar	4
David	Abigail	3
David	Abihail	1
David	Abijah	1
David	Abishai	6
David	Abner	5
David	Absalom	4
David	Achish	5
David	Adullam	1
David	Ahaz	2
David	Ahaziah	1
David	Ahimelech	5
David	Ahinoam	4
David	Ahithophel	1
David	Aiah	1
David	Amalek	1
David	Amasa	1
David	Amaziah	1
David	Ammiel	2
David	Ammon	3
David	Amnon	3
David	Asa	3
David	Asaiah	1
David	Asaph	2
David	Baanah	1
David	Bahurim	1
David	Barzillai	1
David	Bathsheba	3
David	Beersheba	1
David	Benaiah	1
David	Benjamin	1
David	Bichri	2
David	Damascus	2
David	Dan	2
David	Daniel	1
David	Doeg	1
David	Edom	2
David	Eleazar	1
David	Eliab	1
David	Eliam	1
David	Eliel	1
David	Ezra	1
David	Gad	6
David	Gath	4
David	Gazer	1
David	Geba	1
David	Gershon	1
David	Hachilah	1
David	Hadadezer	2
David	Hadarezer	2
David	Hamath	1
David	Hanun	3
David	Hattush	1
David	Heman	2
David	Hezekiah	1
David	Hittite	3
David	Ishbosheth	1
David	Israel	38
David	Issachar	1
David	Ithamar	1
David	Jacob	1
David	Jebus	1
David	Jeduthun	1
David	Jehoiada	1
David	Jehoram	2
David	Jehoshaphat	2
David	Jeroboam	1
David	Jerusalem	10
David	Jesse	5
David	Jether	1
David	Joab	13
David	Joel	1
David	Jonathan	4
David	Josiah	1
David	Jotham	1
David	Judah	8
David	Kish	1
David	Kohath	1
David	Levi	1
David	Machir	2
David	Mahanaim	2
David	Mary	2
David	Mephibosheth	1
David	Merab	1
David	Merari	1
David	Michal	5
David	Moab	2
David	Naamah	1
David	Nabal	2
David	Nahash	1
David	Naioth	2
David	Nathan	4
David	Nebat	1
David	Ner	2
David	Nob	1
David	Ornan	4
David	Philistines	7
David	Ramah	2
David	Rechab	1
David	Rehob	1
David	Rehoboam	2
David	Rizpah	1
David	Samuel	4
David	Saul	30
David	Sheba	2
David	Shemaiah	1
David	Shimei	2
David	Solomon	15
David	Tamar	2
David	Uriah	7
David	Uriel	1
David	Zadok	5
David	Zeruiah	2
David	Ziba	1
David	Ziklag	2
David	Zion	3
David	Ziph	1
David	Zobah	4
Debir	Achor	1
Debir	Anab	1
Debir	Eglon	1
Debir	Geder	1
Debir	Israel	1
Debir	Judah	1
Deborah	Abinoam	2
Deborah	Barak	4
Deborah	Ephraim	1
Deborah	Israel	1
Deborah	Lapidoth	1
Deborah	Ramah	1
Decapolis	Jerusalem	1
Dedan	Asshurim	1
Dedan	Buz	1
Dedan	Letushim	1
Dedan	Leummim	1
Dedan	Tarshish	1
Dedan	Tema	1
Delaiah	Achbor	1
Delaiah	Elnathan	1
Delaiah	Gemariah	2
Delaiah	Shemaiah	1
Delaiah	Tobiah	2
Delaiah	Zedekiah	1
Delilah	Philistines	1
Delilah	Samson	4
Demas	Crescens	1
Demas	Galatia	1
Demas	Lucas	1
Demas	Thessalonica	1
Demas	Titus	1
Derbe	Lystra	1
Derbe	Timotheus	1
Derbe	Trophimus	1
Derbe	Tychicus	1
Dibon	Aroer	1
Dibon	Ataroth	1
Dibon	Beon	1
Dibon	Elealeh	1
Dibon	Heshbon	1
Dibon	Jazer	1
Dibon	Jekabzeel	1
Dibon	Medeba	1
Dibon	Moab	1
Dibon	Nebo	3
Dibon	Nimrah	1
Dibon	Shebam	1
Didymus	Cana	1
Didymus	Galilee	1
Didymus	Nathanael	1
Didymus	Zebedee	1
Dimonah	Adadah	1
Dinah	Jacob	2
Dinah	Leah	1
Dionysius	Damaris	1
Dishan	Aran	2
Dishan	Edom	1
Dishan	Hori	1
Dishan	Seir	2
Dishan	Uz	2
Dishon	Aholibamah	1
Dishon	Amram	1
Dishon	Cheran	2
Dishon	Dishan	2
Dishon	Edom	1
Dishon	Ezer	2
Dishon	Hori	1
Dishon	Ithran	2
Dishon	Seir	2
Dodavah	Mareshah	1
Dodo	Ephraim	1
Dodo	Issachar	1
Dodo	Shamir	1
Doeg	Ahimelech	1
Doeg	Ahitub	1
Doeg	Jesse	1
Doeg	Nob	1
Doeg	Saul	1
Dophkah	Alush	1
Dor	Ibleam	1
Dor	Solomon	1
Dor	Taphath	1
Dothan	Joseph	1
Drusilla	Paul	1
Dura	Babylon	1
Ebal	Abimael	1
Ebal	Aiah	1
Ebal	Anah	1
Ebal	Asher	1
Ebal	Dan	1
Ebal	Gad	1
Ebal	Moses	1
Ebal	Naphtali	1
Ebal	Onam	2
Ebal	Reuben	1
Ebal	Sheba	1
Ebal	Shephi	1
Ebal	Shepho	1
Ebal	Zebulun	1
Ebal	Zibeon	1
Ebed	Abimelech	1
Ebed	Hamor	1
Ebed	Jonathan	1
Ebed	Shechem	2
Ebed	Zebul	1
Eber	Lod	1
Eber	Misham	1
Eber	Ono	1
Eber	Peleg	4
Eber	Reu	1
Eber	Shamed	1
Eder	Jerimoth	1
Edom	Ahikam	1
Edom	Amalek	1
Edom	Ammon	4
Edom	Babylon	1
Edom	Beor	1
Edom	Dedan	1
Edom	Dinhabah	1
Edom	Eder	1
Edom	Gedaliah	1
Edom	Israel	2
Edom	Jerusalem	1
Edom	Joab	1
Edom	Judah	4
Edom	Kabzeel	1
Edom	Moab	7
Edom	Philistines	2
Edom	Seir	1
Edom	Teman	1
Edom	Timnah	1
Edom	Zedekiah	1
Edom	Zidon	1
Edom	Zobah	1
Edrei	Bashan	1
Edrei	Machir	1
Edrei	Manasseh	1
Edrei	Og	2
Eglon	Gezer	1
Eglon	Israel	2
Eglon	Moab	4
Ehud	Chenaanah	1
Ehud	Eglon	1
Ehud	Gera	1
Ehud	Moab	1
Ekron	Ashdod	2
Ekron	Gath	2
Ekron	Philistines	1
Ekron	Shaaraim	1
Eldaah	Keturah	2
Eldad	Medad	1
Elealeh	Beon	1
Elealeh	Jahaz	2
Elealeh	Moab	1
Elealeh	Nebo	1
Elealeh	Shebam	1
Elealeh	Zoar	1
Eleazar	Aaron	9
Eleazar	Abishua	1
Eleazar	Ahimelech	1
Eleazar	Binnui	1
Eleazar	Canaan	1
Eleazar	Dodo	2
Eleazar	Ezer	1
Eleazar	Gad	2
Eleazar	Gilead	1
Eleazar	Israel	2
Eleazar	Ithamar	11
Eleazar	Jehohanan	1
Eleazar	Jericho	3
Eleazar	Jeshua	1
Eleazar	Joshua	6
Eleazar	Jozabad	1
Eleazar	Kish	1
Eleazar	Moab	3
Eleazar	Noadiah	1
Eleazar	Nun	6
Eleazar	Phinehas	3
Eleazar	Reuben	2
Eleazar	Uzzi	1
Eleph	Jebusi	1
Eleph	Jerusalem	1
Elhanan	Dodo	1
Elhanan	Goliath	1
Elhanan	Jair	1
Elhanan	Lahmi	1
Eli	Belial	1
Eli	Elkanah	1
Eli	Israel	1
Eli	Phinehas	1
Eli	Samuel	2
Eli	Shiloh	2
Eliab	Abinadab	2
Eliab	Benaiah	2
Eliab	Elkanah	1
Eliab	Helon	5
Eliab	Jeroham	1
Eliab	Maaseiah	2
Eliab	On	1
Eliada	Eliphalet	1
Eliah	Jeroham	1
Eliah	Zichri	1
Eliahba	Jonathan	1
Eliakim	Amoz	2
Eliakim	Asaph	3
Eliakim	Elioenai	1
Eliakim	Hananiah	1
Eliakim	Hilkiah	5
Eliakim	Isaiah	2
Eliakim	Jehoiakim	1
Eliakim	Jerusalem	1
Eliakim	Joah	6
Eliakim	Josiah	1
Eliakim	Judah	1
Eliakim	Maaseiah	1
Eliakim	Michaiah	1
Eliakim	Miniamin	1
Eliakim	Necho	1
Eliakim	Shebna	8
Eliakim	Zechariah	1
Eliam	Ahithophel	1
Eliam	Uriah	1
Elias	Moses	1
Elias	Sarepta	1
Eliasaph	Deuel	4
Eliasaph	Lael	1
Eliasaph	Reuel	1
Eliashib	Akkub	1
Eliashib	Anani	1
Eliashib	Dalaiah	1
Eliashib	Jakim	1
Eliashib	Johanan	2
Eliashib	Mattaniah	1
Eliashib	Pelaiah	1
Eliashib	Shallum	1
Eliashib	Telem	1
Eliashib	Tobiah	1
Eliashib	Uri	1
Eliathah	Hothir	1
Eliathah	Mallothi	1
Elidad	Chislon	1
Eliel	Azriel	1
Eliel	Benaiah	1
Eliel	Elnaam	1
Eliel	Hodaviah	1
Eliel	Ithmah	1
Eliel	Jahdiel	1
Eliel	Jasiel	1
Eliel	Joshaviah	1
Eliel	Mahath	1
Eliel	Mesobaite	1
Eliel	Obed	1
Eliel	Shimei	1
Elienai	Eliel	1
Elienai	Zilthai	1
Eliezer	Abiah	1
Eliezer	Anathoth	1
Eliezer	Ariel	1
Eliezer	Dodavah	1
Eliezer	Elioenai	1
Eliezer	Elnathan	1
Eliezer	Jarib	2
Eliezer	Jerimoth	1
Eliezer	Joiarib	1
Eliezer	Joram	1
Eliezer	Maachah	1
Eliezer	Malchiah	1
Eliezer	Mareshah	1
Eliezer	Meshullam	1
Eliezer	Nathan	1
Eliezer	Omri	1
Eliezer	Rehabiah	2
Eliezer	Shemaiah	2
Eliezer	Shephatiah	1
Eliezer	Shimeon	1
Eliezer	Zechariah	1
Eliezer	Zichri	2
Elihoreph	Ahiah	1
Elihoreph	Jehoshaphat	1
Elihoreph	Shisha	1
Elihu	Barachel	2
Elihu	David	1
Elihu	Issachar	1
